artists,album_name,track_name,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,
The Notorious B.I.G.,Ready to Die (The Remaster),Juicy - 2005 Remaster,302760,TRUE,0.889,0.818,6,-4.639,1,0.253,0.47,0,0.179,0.782,96.063,4,hardcore,
Chris Brown,Indigo (Extended),Under The Influence,184613,TRUE,0.733,0.69,6,-5.529,0,0.0427,0.0635,1.18E-06,0.105,0.31,116.992,4,pop,
Marshmello;Juice WRLD,Bye Bye,Bye Bye,108498,TRUE,0.645,0.525,6,-5.399,0,0.0355,0.0574,0,0.505,0.238,83.018,4,edm,
Lil Peep,Star Shopping,Star Shopping,142000,TRUE,0.538,0.471,6,-9.84,0,0.0955,0.0946,0.0185,0.116,0.307,93.07,4,emo,
DJ Snake;Selena Gomez;Ozuna;Cardi B,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",212500,TRUE,0.842,0.801,6,-4.167,0,0.228,0.157,4.82E-06,0.0642,0.617,95.881,4,electronic,
The Human League,Dare!,Don't You Want Me,236920,FALSE,0.731,0.738,6,-8.125,0,0.0377,0.184,0,0.214,0.958,117.656,4,synth-pop,
Zedd;Alessia Cara,Stay,Stay,210090,FALSE,0.69,0.622,6,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,4,electro,
G-Eazy;Halsey,The Beautiful & Damned,Him & I (with Halsey),268866,TRUE,0.589,0.731,6,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,4,indie,
Muni Long,Public Displays Of Affection,Hrs & Hrs,204316,TRUE,0.523,0.521,6,-4.746,1,0.159,0.607,0,0.107,0.661,133.953,3,indie-pop,
Joy Again,Looking Out for You,Looking Out for You,179499,FALSE,0.682,0.9,6,-5.028,1,0.0874,0.0884,0.063,0.0685,0.937,100.721,4,indie-pop,
Lost Frequencies;Calum Scott,Where Are You Now,Where Are You Now,148197,FALSE,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,4,dance,
Topic;A7S,Breaking Me,Breaking Me,166793,FALSE,0.789,0.72,6,-5.652,0,0.218,0.223,0,0.129,0.664,122.031,4,german,
SEVENTEEN,SEVENTEEN 4th Album 'Face the Sun',HOT,197586,FALSE,0.765,0.777,6,-4.376,0,0.0399,0.0539,2.58E-06,0.338,0.64,111.944,4,k-pop,
Mitski,Puberty 2,I Bet on Losing Dogs,170240,FALSE,0.398,0.493,6,-9.561,1,0.0303,0.00347,0.000157,0.106,0.412,82.048,4,indie-pop,
Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),Everybody Wants To Rule The World,251488,FALSE,0.645,0.795,6,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4,synth-pop,
Cage The Elephant,Melophobia,Cigarette Daydreams,208760,FALSE,0.636,0.676,6,-3.442,1,0.0263,0.0807,0,0.0831,0.273,113.98,4,punk,
Zara Larsson;MNEK,So Good,Never Forget You,213427,FALSE,0.583,0.732,6,-5.728,0,0.0457,0.00312,9.86E-06,0.269,0.276,145.992,4,swedish,
Anuel AA;Daddy Yankee;Zion & Lennox;Farruko;Wisin,Sola (Remix),Sola (Remix),307910,FALSE,0.639,0.869,6,-4.024,1,0.147,0.27,0,0.0802,0.767,169.801,4,latino,
Corinne Bailey Rae,Corinne Bailey Rae,Put Your Records On,215360,FALSE,0.739,0.511,6,-7.844,1,0.0362,0.167,1.34E-06,0.133,0.542,96.038,4,british,
Doja Cat,Planet Her,Need to Know,210560,TRUE,0.664,0.609,6,-6.509,1,0.0707,0.304,0,0.0926,0.194,130.041,4,dance,
Ghost,Seven Inches Of Satanic Panic,Mary On A Cross,244804,FALSE,0.466,0.9,6,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,4,rock,
Bad Bunny,Un Verano Sin Ti,Efecto,213061,FALSE,0.801,0.475,6,-8.797,0,0.0516,0.141,1.73E-05,0.0639,0.234,98.047,4,latino,
Imanbek;BYOR,Belly Dancer,Belly Dancer,151475,FALSE,0.845,0.797,6,-4.984,1,0.139,0.0582,5.57E-06,0.167,0.422,121.985,4,edm,
Nirvana,Nevermind (Remastered),Come As You Are,218920,FALSE,0.5,0.824,6,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4,grunge,
Nio Garcia;J Balvin;Bad Bunny,AM Remix,AM Remix,261334,TRUE,0.743,0.655,6,-5.015,0,0.159,0.114,0,0.0764,0.785,172.031,4,latino,
Jay Wheeler;DJ Nelson;Myke Towers,Platonicos,La Curiosidad,219048,FALSE,0.845,0.677,6,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,4,reggaeton,
De La Ghetto;Rauw Alejandro,Loco Por Perrearte (Remix),Loco Por Perrearte - Remix,199148,TRUE,0.848,0.673,6,-4.034,0,0.058,0.0147,0.00652,0.102,0.39,93.987,4,latino,
なとり,Overdose,Overdose,197093,FALSE,0.733,0.598,6,-9.453,0,0.0377,0.0307,1.70E-05,0.218,0.831,118.012,4,j-pop,
Adele,30,I Drink Wine,376169,FALSE,0.437,0.565,6,-5.596,1,0.0466,0.697,0,0.119,0.306,115.389,4,soul,
Shakira;Freshlyground,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),202626,FALSE,0.766,0.873,6,-6.381,0,0.143,0.00627,0,0.0764,0.743,126.988,4,dance,
Dua Lipa,Future Nostalgia,Levitating,203807,FALSE,0.695,0.884,6,-2.278,0,0.0753,0.0561,0,0.213,0.914,103.014,4,dance,
JVKE,this is what ____ feels like (Vol. 1-4),golden hour,209259,FALSE,0.515,0.593,6,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,3,indie-pop,
Clean Bandit;Sean Paul;Anne-Marie,Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),251088,FALSE,0.72,0.763,6,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,4,edm,
Bad Bunny,YHLQMDLG,La Difícil,163084,TRUE,0.685,0.848,6,-4.561,0,0.0858,0.0861,7.14E-06,0.0783,0.761,179.87,4,latino,
Ed Sheeran,÷ (Deluxe),Perfect,263400,FALSE,0.599,0.448,6,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,3,pop,
Nirvana,Nevermind (Remastered),Smells Like Teen Spirit,301920,FALSE,0.502,0.912,6,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,4,grunge,
The Righteous Brothers,Just Once In My Life,Unchained Melody,218013,FALSE,0.339,0.208,6,-16.725,1,0.0308,0.396,0.000519,0.18,0.288,98.54,3,rockabilly,
Calvin Harris;Dua Lipa;Young Thug,Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),214459,TRUE,0.824,0.697,6,-4.869,0,0.0473,0.158,4.11E-05,0.077,0.757,99.988,4,house,
Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),334666,FALSE,0.427,0.9,6,-3.674,1,0.0499,0.116,1.75E-05,0.119,0.599,104.655,4,alternative,
The Chainsmokers;Halsey,Closer,Closer,244960,FALSE,0.748,0.524,6,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,4,electro,
The Chainsmokers,So Far So Good,High,175163,TRUE,0.601,0.787,6,-6.178,1,0.031,0.0492,0,0.142,0.525,134.981,4,edm,
Bad Bunny;ROSALÍA,EL ÚLTIMO TOUR DEL MUNDO,LA NOCHE DE ANOCHE,203200,FALSE,0.856,0.618,6,-4.892,1,0.286,0.0303,0,0.0866,0.391,81.993,4,reggae,
Chino & Nacho;Daddy Yankee,Andas En Mi Cabeza,Andas En Mi Cabeza,247493,FALSE,0.671,0.954,6,-1.87,1,0.13,0.0244,0,0.111,0.556,104.114,4,latino,
Cole Swindell,Stereotype,She Had Me At Heads Carolina,206106,FALSE,0.607,0.912,6,-3.449,1,0.0611,0.124,0,0.332,0.722,134.944,4,country,
Alok;Ella Eyre;Kenny Dope;Never Dull,Deep Down (feat. Never Dull),Deep Down (feat. Never Dull),165752,FALSE,0.687,0.818,6,-4.221,1,0.0778,0.0112,0,0.248,0.886,125.952,4,electro,
Cults,Static,Always Forever,223746,FALSE,0.174,0.742,6,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,4,indie-pop,
Gorillaz,Gorillaz,Clint Eastwood,340920,TRUE,0.663,0.694,6,-8.627,0,0.171,0.0253,0,0.0698,0.525,167.953,4,alternative,
Arctic Monkeys,Favourite Worst Nightmare,505,253586,FALSE,0.526,0.866,6,-5.822,1,0.0568,0.00287,7.78E-05,0.0945,0.248,140.266,4,garage,
Luis Fonsi;Daddy Yankee,VIDA,Despacito,229360,FALSE,0.655,0.797,6,-4.787,1,0.153,0.198,0,0.067,0.839,177.928,4,latin,
Feid,Si Te La Encuentras Por Ahí,Si Te La Encuentras Por Ahí,191573,FALSE,0.743,0.576,6,-3.552,0,0.076,0.151,5.87E-05,0.128,0.455,171.945,4,reggaeton,
MARINA,Electra Heart (Deluxe),Bubblegum Bitch,154666,TRUE,0.495,0.856,6,-5.123,0,0.0311,0.000219,0,0.103,0.609,158.024,4,electro,
Majestic;Boney M.,Rasputin,Rasputin,186209,FALSE,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92E-05,0.193,0.658,128.04,4,dance,
Pritam;Tochi Raina;Rekha Bhardwaj,Yeh Jawaani Hai Deewani,Kabira,223459,FALSE,0.59,0.555,6,-6.861,1,0.0271,0.481,0,0.192,0.191,84.027,4,indian,
Good Charlotte,The Young and The Hopeless,The Anthem,175093,FALSE,0.494,0.939,6,-3.127,1,0.126,0.00666,0,0.139,0.893,177.751,4,metal,
AP Dhillon;Gurinder Gill,HIDDEN GEMS,DESIRES,168000,FALSE,0.863,0.387,6,-10.057,0,0.256,0.365,0.00238,0.06,0.39,100.013,4,hip-hop,
Paramore,After Laughter,Hard Times,182693,FALSE,0.695,0.818,6,-5.379,0,0.0334,0.00647,4.87E-06,0.0219,0.916,119.965,4,punk,
Ellie Goulding,Fifty Shades Freed (Original Motion Picture Soundtrack),Love Me Like You Do,253520,FALSE,0.489,0.597,6,-6.633,0,0.0292,0.27,0,0.105,0.324,95.012,4,edm,
Supertramp,Even In The Quietest Moments,Give A Little Bit,248173,FALSE,0.531,0.818,6,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,4,piano,
Lauren Spencer Smith,Fingers Crossed,Fingers Crossed,175344,FALSE,0.56,0.473,6,-7.23,1,0.0533,0.618,0,0.31,0.441,109.414,4,songwriter,
YOASOBI,THE BOOK,夜に駆ける,258838,FALSE,0.663,0.871,6,-5.287,1,0.03,0.00299,1.80E-06,0.337,0.826,130.025,4,j-pop,
Guns N' Roses,Appetite For Destruction,Welcome To The Jungle,272026,TRUE,0.447,0.954,6,-8.069,1,0.0751,0.0235,0.403,0.298,0.331,123.453,4,hard-rock,
Travis Scott,ASTROWORLD,STARGAZING,270714,TRUE,0.487,0.789,6,-3.69,1,0.044,0.00947,4.05E-06,0.189,0.0564,150.007,4,house,
George Harrison,All Things Must Pass (Remastered 2014),My Sweet Lord - Remastered 2014,281226,FALSE,0.537,0.701,6,-8.913,0,0.0335,0.0972,0,0.0832,0.583,120.919,4,songwriter,
Owl City;Carly Rae Jepsen,The Midsummer Station,Good Time,205933,FALSE,0.56,0.872,6,-4.269,1,0.14,0.0239,6.98E-06,0.371,0.682,126.05,4,indie,
White Noise Baby Sleep,White Noise for Sleeping Babies,"White Noise Sleeping Aid to Help My Baby Fall Asleep, Sleep Through the Night",595105,FALSE,0.179,0.00189,6,-25.2,1,0.327,0.982,0.279,0.111,1.00E-05,81.71,4,sleep,
Pritam;Arijit Singh,Chhichhore,Khairiyat,280281,FALSE,0.534,0.481,6,-9.016,0,0.0412,0.697,0,0.142,0.293,124.914,4,indian,
Aaryan Shah,Renegade,Renegade,222576,TRUE,0.551,0.561,6,-10.408,0,0.0559,0.509,0.367,0.369,0.207,103.118,4,soul,
J Balvin;Bad Bunny,OASIS,LA CANCIÓN,242573,FALSE,0.754,0.646,6,-5.795,1,0.317,0.152,1.85E-05,0.108,0.429,176.089,4,latino,
Boza,Más Negro Que Rojo,Hecha Pa' Mi,186133,FALSE,0.725,0.756,6,-5.013,1,0.0572,0.362,0.000685,0.103,0.828,100.07,4,latino,
Leon Bridges,Coming Home (Deluxe),River,240200,FALSE,0.635,0.184,6,-10.785,1,0.0456,0.665,0,0.146,0.177,128.424,4,blues,
Empire of the Sun,Walking On A Dream (10th Anniversary Edition),Walking On A Dream,198440,FALSE,0.871,0.701,6,-5.594,0,0.0458,0.257,7.52E-06,0.0589,0.716,126.975,4,alternative,
Arctic Monkeys,Favourite Worst Nightmare,505,253586,FALSE,0.526,0.866,6,-5.822,1,0.0568,0.00287,7.78E-05,0.0945,0.248,140.266,4,indie,
Nessa Barrett,die first,die first,177108,FALSE,0.444,0.669,6,-6.727,0,0.125,0.0669,0,0.124,0.44,183.441,4,electro,
Guns N' Roses,Use Your Illusion II,Knockin' On Heaven's Door,336000,FALSE,0.496,0.739,6,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41,4,metal,
Sam Feldt;Rita Ora,Follow Me,Follow Me,169672,FALSE,0.673,0.729,6,-4.879,1,0.0496,0.083,0,0.1,0.675,122.023,4,house,
salem ilese;TOMORROW X TOGETHER;Alan Walker,PS5 (with TOMORROW X TOGETHER & Alan Walker),PS5 (with TOMORROW X TOGETHER & Alan Walker),152214,FALSE,0.602,0.642,6,-5.404,0,0.211,0.0131,5.33E-06,0.0668,0.54,175.978,4,pop,
Soundgarden,Superunknown (Deluxe Edition),Black Hole Sun,318586,FALSE,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,4,grunge,
Ozuna;Daddy Yankee;J Balvin;Farruko;Anuel AA,"Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",Baila Baila Baila - Remix,235284,FALSE,0.785,0.572,6,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,4,latino,
Cardi B;Bad Bunny;J Balvin,Invasion of Privacy,I Like It,253390,TRUE,0.816,0.726,6,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,4,dance,
Guns N' Roses,Appetite For Destruction,Sweet Child O' Mine,354520,TRUE,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,4,metal,
My Chemical Romance,Three Cheers for Sweet Revenge,Helena,204733,FALSE,0.356,0.96,6,-3.487,1,0.104,0.0142,0,0.209,0.0857,125.921,4,emo,
Tove Lo,2 Die 4,2 Die 4,185875,FALSE,0.816,0.8,6,-5.705,0,0.0733,0.0283,6.03E-05,0.129,0.534,118.014,4,swedish,
James Arthur,Back from the Edge,Say You Won't Let Go,211466,FALSE,0.358,0.557,6,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,4,pop,
flora cash,You're Somebody Else,You're Somebody Else,218883,FALSE,0.713,0.452,6,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,4,indie,
ENHYPEN,BORDER : CARNIVAL,FEVER,172106,FALSE,0.6,0.713,6,-5.079,0,0.0592,0.0642,0,0.142,0.471,72.999,4,anime,
Jay Wheeler;DJ Nelson;Myke Towers,Platonicos,La Curiosidad,219048,FALSE,0.845,0.677,6,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,4,latino,
Arctic Monkeys,AM,Do I Wanna Know?,272394,FALSE,0.548,0.532,6,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4,garage,
Kenny Rogers,The Gambler,The Gambler,214880,FALSE,0.671,0.501,6,-13.119,1,0.0594,0.342,0,0.194,0.86,87.04,4,country,
Skillet,Awake,Monster,178013,FALSE,0.64,0.957,6,-2.336,1,0.0741,0.0431,0,0.0789,0.692,134.992,4,alternative,
Adele,30,I Drink Wine,376169,FALSE,0.437,0.565,6,-5.596,1,0.0466,0.697,0,0.119,0.306,115.389,4,british,
Lauren Spencer Smith,Flowers,Flowers,157373,TRUE,0.684,0.449,6,-9.738,1,0.611,0.869,0,0.0881,0.341,66.165,4,singer-songwriter,
Clairo,Sling,Amoeba,228922,FALSE,0.739,0.491,6,-11.515,1,0.027,0.791,0.0366,0.1,0.707,111.008,4,indie-pop,
Regard;Troye Sivan;Tate McRae,You,You,233386,TRUE,0.691,0.695,6,-5.6,1,0.0367,0.0592,0,0.0647,0.514,106.064,4,edm,
3 Doors Down,Away From The Sun,Here Without You,238733,FALSE,0.557,0.533,6,-6.817,0,0.0252,0.0492,0,0.205,0.233,143.994,4,metal,
Imagine Dragons,Evolve,Believer,204346,FALSE,0.776,0.78,6,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,4,rock,
Billy Joel,An Innocent Man,Uptown Girl,197706,FALSE,0.701,0.944,6,-2.986,1,0.0455,0.0755,0,0.601,0.792,128.993,4,folk,
Regard;Years & Years,Hallucination,Hallucination,174794,TRUE,0.687,0.788,6,-5.142,0,0.0352,0.0121,0,0.358,0.669,123.02,4,house,
Beret;Estopa,Diablo,Diablo,164669,FALSE,0.542,0.871,6,-2.871,1,0.0456,0.051,0,0.195,0.557,134.983,3,spanish,
Conan Gray,Kid Krow,Heather,198040,FALSE,0.357,0.425,6,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,3,pop,
Nirvana,MTV Unplugged In New York,The Man Who Sold The World,261093,FALSE,0.483,0.753,6,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,4,grunge,
Calvin Harris,My Way,My Way,219159,FALSE,0.818,0.913,7,-3.06,0,0.0426,0.093,3.69E-05,0.161,0.536,119.986,4,electro,
Marshmello;Jonas Brothers,Leave Before You Love Me,Leave Before You Love Me (with Jonas Brothers),154983,FALSE,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41E-06,0.118,0.637,119.976,4,dance,
Lonely God,Marlboro Nights,Marlboro Nights,68522,FALSE,0.466,0.823,7,-6.635,1,0.311,0.00237,0.000321,0.332,0.782,175.797,4,indie-pop,
Shakira;Rauw Alejandro,Te Felicito,Te Felicito,172235,FALSE,0.695,0.636,7,-4.654,1,0.317,0.234,0,0.081,0.575,174.14,4,latin,
Marvin Gaye;Tammi Terrell,United,Ain't No Mountain High Enough,151666,FALSE,0.663,0.6,7,-10.87,1,0.032,0.43,0,0.184,0.8,129.991,4,funk,
KAMRAD,I Believe,I Believe,147007,FALSE,0.711,0.681,7,-7.459,1,0.0263,0.124,0,0.262,0.775,118.021,4,german,
BTS,Proof,Yet To Come,193593,FALSE,0.559,0.885,7,-4.515,1,0.189,0.0432,0,0.333,0.683,172.029,4,pop,
Limp Bizkit,Results May Vary,Behind Blue Eyes,269973,FALSE,0.595,0.489,7,-6.66,1,0.0271,0.497,0,0.119,0.0902,120.315,4,funk,
Marshmello;Juice WRLD,Bye Bye,Bye Bye,108498,TRUE,0.645,0.525,7,-5.399,0,0.0355,0.0574,0,0.505,0.238,83.018,4,dance,
Snoop Dogg;Wiz Khalifa;Bruno Mars,"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",207333,TRUE,0.715,0.655,7,-6.425,1,0.137,0.0525,0,0.115,0.531,95.078,4,funk,
Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Prohibidox,166253,FALSE,0.647,0.801,7,-2.946,0,0.249,0.0451,0,0.0628,0.517,180.108,4,reggaeton,
Anuel AA,Brother,Brother,209578,TRUE,0.592,0.625,7,-6.203,0,0.2,0.618,9.71E-05,0.287,0.555,166.018,4,latino,
The Chainsmokers;Coldplay,Something Just Like This,Something Just Like This,247626,FALSE,0.607,0.649,7,-6.695,0,0.0362,0.0306,2.46E-05,0.174,0.505,102.996,4,edm,
Billie Eilish,Bored,Bored,180933,FALSE,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,4,electro,
Franz Ferdinand,This fffire,This fffire - New Version,218080,FALSE,0.442,0.887,7,-5.943,0,0.1,0.0259,4.57E-06,0.0655,0.637,146.358,4,alt-rock,
The Kid LAROI;Justin Bieber,STAY (with Justin Bieber),STAY (with Justin Bieber),141805,TRUE,0.591,0.764,7,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,4,hip-hop,
Katy Perry;Juicy J,PRISM,Dark Horse,215672,FALSE,0.647,0.585,7,-6.123,1,0.0512,0.00314,0,0.165,0.353,131.934,4,dance,
Lifehouse,Lifehouse,You And Me,195493,FALSE,0.459,0.427,7,-7.734,1,0.0267,0.114,0,0.168,0.354,139.902,3,alt-rock,
The Kid LAROI,F*CK LOVE (SAVAGE),WITHOUT YOU,161384,TRUE,0.662,0.413,7,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,4,hip-hop,
Nicky Jam,Sin Novia,Sin Novia,188411,FALSE,0.747,0.752,7,-5.324,1,0.0417,0.116,0,0.128,0.512,106.97,4,reggaeton,
Bring Me The Horizon,Sempiternal (Expanded Edition),Can You Feel My Heart,228146,TRUE,0.15,0.859,7,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,5,metalcore,
Sidhu Moose Wala;Sunny Malton;The Kidd,Levels,Levels,228705,TRUE,0.592,0.728,7,-6.098,1,0.311,0.00148,0,0.379,0.577,113.17,5,hip-hop,
Falling In Reverse,Popular Monster,Popular Monster,220537,TRUE,0.461,0.897,7,-3.982,0,0.092,0.00821,0,0.0965,0.358,165.107,4,punk,
a-ha,Hunting High and Low,Take on Me,225280,FALSE,0.573,0.902,7,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,4,rock,
Alex Gaudino;Crystal Waters,Destination Calabria,Destination Calabria - Radio Edit,223111,FALSE,0.627,0.954,7,-4.804,1,0.0425,0.0015,0.000814,0.292,0.312,128.016,4,disco,
Elton John;Dua Lipa;PNAU,The Lockdown Sessions,Cold Heart - PNAU Remix,202735,FALSE,0.795,0.8,7,-6.32,1,0.0309,0.0354,7.25E-05,0.0915,0.934,116.032,4,rock,
The Neighbourhood,I Love You.,Sweater Weather,240400,FALSE,0.612,0.807,7,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,pop,
Daddy Yankee;Bad Bunny,LEGENDADDY,X ÚLTIMA VEZ,192477,TRUE,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,latino,
MARINA,Electra Heart (Deluxe),Bubblegum Bitch,154666,TRUE,0.495,0.856,7,-5.123,0,0.0311,0.000219,0,0.103,0.609,158.024,4,alternative,
The Neighbourhood,Wiped Out!,The Beach,255133,FALSE,0.245,0.64,7,-7.426,0,0.0608,0.131,8.11E-06,0.0766,0.105,135.739,4,alt-rock,
Bad Bunny,Un Verano Sin Ti,Enséñame a Bailar,176000,FALSE,0.81,0.789,7,-5.08,1,0.0846,0.191,1.08E-05,0.467,0.77,105.009,4,latino,
Calvin Harris;Dua Lipa;Young Thug,Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),214459,TRUE,0.824,0.697,7,-4.869,0,0.0473,0.158,4.11E-05,0.077,0.757,99.988,4,progressive-house,
Bruno Mars,24K Magic,That's What I Like,206693,FALSE,0.853,0.56,7,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,4,dance,
Myke Towers,Luces De Neón,Luces De Neón,219789,TRUE,0.747,0.619,7,-6.009,1,0.0588,0.0865,2.03E-05,0.103,0.567,94.98,4,reggae,
Grouplove,Never Trust a Happy Song,Tongue Tied,218013,FALSE,0.56,0.936,7,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,4,alt-rock,
DJ Snake;Bipolar Sunshine,Encore,Middle,220573,FALSE,0.583,0.695,7,-5.336,1,0.0423,0.0141,0,0.0527,0.224,104.879,4,electro,
The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Reflections,244013,FALSE,0.648,0.594,7,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,4,alt-rock,
Arctic Monkeys,Favourite Worst Nightmare,Fluorescent Adolescent,183893,FALSE,0.654,0.828,7,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,4,garage,
Burna Boy,"Love, Damini",Last Last,172342,FALSE,0.795,0.565,7,-4.457,0,0.0948,0.131,0,0.0802,0.55,87.925,4,dancehall,
DJ Snake;Bipolar Sunshine,Encore,Middle,220573,FALSE,0.583,0.695,7,-5.336,1,0.0423,0.0141,0,0.0527,0.224,104.879,4,electronic,
Dr. Dog,"Shame, Shame (Deluxe Edition)",Where'd All the Time Go?,234800,FALSE,0.454,0.82,7,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,4,folk,
Demi Lovato,Confident,Cool for the Summer,214739,TRUE,0.583,0.61,7,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,4,dance,
Mac DeMarco,2,My Kind of Woman,190845,FALSE,0.501,0.765,7,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.771,4,edm,
Luar La L,L3tra,Caile,141340,TRUE,0.704,0.756,7,-4.948,1,0.448,0.298,3.75E-06,0.0852,0.461,121.737,3,latino,
Cigarettes After Sex,Cigarettes After Sex,Sunsetz,215150,FALSE,0.405,0.479,7,-9.396,1,0.0301,0.0527,0.795,0.0974,0.131,75.37,4,indie,
Swedish House Mafia;John Martin,Don't You Worry Child,Don't You Worry Child - Radio Edit,212862,FALSE,0.612,0.84,7,-3.145,0,0.0509,0.112,0,0.116,0.438,129.042,4,edm,
Ozuna;Feid,OzuTochi,Hey Mor,196600,FALSE,0.901,0.589,7,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,4,latin,
The Chainsmokers;Coldplay,Memories...Do Not Open,Something Just Like This,247160,FALSE,0.617,0.635,7,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,4,electro,
Seether,Finding Beauty In Negative Spaces (Bonus Track Version),Fake It,193893,TRUE,0.611,0.95,7,-3.509,1,0.0518,0.00141,1.59E-06,0.0543,0.607,132.078,4,grunge,
Twenty One Pilots,Trench,Chlorine,324466,FALSE,0.609,0.674,7,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,4,rock,
Linkin Park,Meteora,Faint,162600,FALSE,0.554,0.978,7,-3.554,1,0.131,0.111,0,0.0731,0.594,135.095,4,alternative,
Lost Frequencies;James Arthur,Questions,Questions,177156,FALSE,0.599,0.713,7,-7.008,1,0.0542,0.405,2.53E-05,0.266,0.518,123.962,4,house,
blink-182,Enema Of The State,What's My Age Again?,148360,TRUE,0.391,0.951,7,-7.419,1,0.0692,0.0126,0.000378,0.0878,0.468,157.66,4,punk,
Sean Paul;Dua Lipa,Mad Love The Prequel,No Lie,221176,FALSE,0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04,4,pop,
Pink Floyd,Wish You Were Here,Wish You Were Here,334743,FALSE,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.861,4,rock,
Indila,Mini World,Love Story,316280,FALSE,0.375,0.255,7,-12.279,0,0.0376,0.815,0,0.0845,0.331,95.978,3,french,
Madonna;Sickick,Frozen,Frozen,120157,FALSE,0.706,0.633,7,-9.584,1,0.0419,0.267,0.0192,0.175,0.375,110.005,4,dance,
Idina Menzel,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),"Let It Go - From ""Frozen""/Soundtrack Version",223840,FALSE,0.543,0.485,7,-6.85,1,0.0305,0.558,0,0.12,0.371,136.961,4,show-tunes,
